Id,SalePrice
1522,175018.132010806
1734,116628.199715138
2807,159304.636289293
1747,212641.160035632
1978,338253.117428177
1892,103769.060669444
2616,149778.766782563
2829,208688.130395482
1908,109045.75070057
1719,200601.83238996
2518,152119.340314108
1937,184952.213077958
2074,199371.808418311
1871,230924.035352512
2612,171368.193069593
2688,202517.204934589
2419,128104.279366819
2918,121929.650160107
2712,375374.756730937
2124,160455.687565606
2330,186135.781270178
2205,120632.307342337
2298,314722.241600467
2045,196832.232005652
2579,69751.9986288294
2025,360138.796636254
1775,133066.068541421
2173,175484.686644853
2307,215393.509544458
2141,144301.09366642
1629,173422.833231877
1635,176672.294752725
2356,154757.086575872
2782,91258.2995524165
2742,147324.528314408
2620,189030.104167881
2508,251880.05176785
1973,267290.104282749
2318,171762.635661962
2685,305699.743238519
2732,130970.337147448
2860,142565.185324823
1842,96916.8707042687
2413,122621.48667392
2238,205601.694556844
1825,139192.991361202
2361,149297.172710398
1531,144611.283506992
2721,127202.426072477
2517,148180.004959192
1559,133736.470327015
2303,243576.301264965
2424,146302.950098421
2254,176112.539328022
2319,169921.806090592
2310,207161.15777667
2745,139755.728144479
1634,192901.643359196
1543,196448.554134777
1698,351475.474260563
2357,192536.690490095
1823,61258.0262787978
2026,179068.632813738
2333,319673.771468752
2792,86962.7239003357
2014,180682.600674099
1509,162187.990787851
2344,229105.79850321
2171,147963.421806467
